OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU1118	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	__	__
OTU1119	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__	s__
OTU1120	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella	__
OTU1121	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella	s__
OTU1122	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Tatlockia	s__
OTU1123	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	__	__	__
OTU1124	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Crenotrichaceae	g__Crenothrix	s__
OTU1125	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	__	__
OTU1126	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__	s__
OTU1127	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methylomicrobium	s__
OTU1128	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Halomonadaceae	__	__
OTU1129	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Halomonadaceae	g__Halomonas	__
OTU1130	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Halomonadaceae	g__Halomonas	s__phosphatis
OTU1131	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	__	__
OTU1132	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__	s__
OTU1133	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	__	__
OTU1134	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	__
OTU1135	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__
OTU1136	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__rhizosphaerae
OTU1137	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Alkanindiges	s__
OTU1138	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Enhydrobacter	s__
OTU1139	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Enhydrobacter	s__aerosaccus
OTU1140	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Moraxella	s__
OTU1141	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Perlucidibaca	s__
OTU1142	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	__	__
OTU1143	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__	s__
OTU1144	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	__
OTU1145	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__
OTU1146	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__fragi
OTU1147	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__stutzeri
OTU1148	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__umsongensis
OTU1149	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__veronii
OTU1150	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__viridiflava
OTU1151	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__	s__
OTU1152	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Thiotrichaceae	g__	s__
OTU1153	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Vibrionales	__	__	__
OTU1154	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	__	__	__
OTU1155	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	__	__
OTU1156	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__	s__
OTU1157	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__Alkanibacter	s__difficilis
OTU1158	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__Hydrocarboniphaga	s__
OTU1159	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__Hydrocarboniphaga	s__effusa
OTU1160	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__Nevskia	__
OTU1161	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__Nevskia	s__
OTU1162	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__Nevskia	s__ramosa
OTU1163	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__Panacagrimonas	s__perspica
OTU1164	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__Solimonas	s__soli
OTU1165	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__Steroidobacter	s__
OTU1166	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	__	__
OTU1167	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__	s__
OTU1168	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Arenimonas	s__oryziterrae
OTU1169	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Dokdonella	s__
OTU1170	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Dyella	__
OTU1171	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Dyella	s__
OTU1172	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Dyella	s__japonica
OTU1173	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Dyella	s__marensis
OTU1174	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Luteibacter	s__rhizovicinus
OTU1175	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Luteimonas	s__
OTU1176	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Lysobacter	__
OTU1177	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Lysobacter	s__
OTU1178	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Lysobacter	g_Lysobacter_s__ginsengisoli
OTU1179	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Lysobacter	s__oryzae
OTU1180	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Pseudoxanthomonas	__
OTU1181	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Pseudoxanthomonas	s__
OTU1182	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Pseudoxanthomonas	s__taiwanensis
OTU1183	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Rhodanobacter	__
OTU1184	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Rhodanobacter	s__
OTU1185	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Rhodanobacter	s__ginsengisoli
OTU1186	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	__
OTU1187	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__
OTU1188	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__maltophilia
OTU1189	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Thermomonas	__
OTU1190	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Thermomonas	s__
OTU1191	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Thermomonas	s__dokdonensis
OTU1192	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__[Marinicellales]	f__[Marinicellaceae]	g__	s__
OTU1193	k__Bacteria	p__Proteobacteria	c__TA18	o__CV90	f__	g__	s__
OTU1194	k__Bacteria	p__Proteobacteria	c__TA18	o__PHOS-HD29	f__	g__	s__
OTU1195	k__Bacteria	p__Proteobacteria	c__Zetaproteobacteria	o__Mariprofundales	f__Mariprofundaceae	g__	s__
OTU1196	k__Bacteria	p__SBR1093	c__	o__	f__	g__	s__
OTU1197	k__Bacteria	p__SBR1093	c__VHS-B5-50	o__	f__	g__	s__
OTU1198	k__Bacteria	p__SC4	c__	o__	f__	g__	s__
OTU1199	k__Bacteria	p__SR1	c__	o__	f__	g__	s__
OTU1200	k__Bacteria	p__Spirochaetes	c__GN05	o__	f__	g__	s__
OTU1201	k__Bacteria	p__Spirochaetes	c__Spirochaetes	o__Spirochaetales	f__Spirochaetaceae	g__	s__
OTU1202	k__Bacteria	p__Spirochaetes	c__Spirochaetes	o__Spirochaetales	f__Spirochaetaceae	g__Spirochaeta	s__aurantia
OTU1203	k__Bacteria	p__Spirochaetes	c__Spirochaetes	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	s__
OTU1204	k__Bacteria	p__Spirochaetes	c__[Brevinematae]	o__[Brevinematales]	f__	g__	s__
OTU1205	k__Bacteria	p__Spirochaetes	c__[Leptospirae]	o__[Leptospirales]	f__Leptospiraceae	g__Leptonema	s__
OTU1206	k__Bacteria	p__Spirochaetes	c__[Leptospirae]	o__[Leptospirales]	f__Leptospiraceae	g__Turneriella	s__
OTU1207	k__Bacteria	p__TM6	c__SBRH58	o__	f__	g__	s__
OTU1208	k__Bacteria	p__TM6	c__SJA-4	__	__	__	__
OTU1209	k__Bacteria	p__TM6	c__SJA-4	o__	f__	g__	s__
OTU1210	k__Bacteria	p__TM6	c__SJA-4	o__S1198	f__	g__	s__
OTU1211	k__Bacteria	p__TM6	c__SJA-4	o__YJF2-48	f__	g__	s__
OTU1212	k__Bacteria	p__TM7	c__MJK10	o__	f__	g__	s__
OTU1213	k__Bacteria	p__TM7	c__SC3	o__	f__	g__	s__
OTU1214	k__Bacteria	p__TM7	c__TM7-1	o__	f__	g__	s__
OTU1215	k__Bacteria	p__TM7	c__TM7-3	__	__	__	__
OTU1216	k__Bacteria	p__TM7	c__TM7-3	o__EW055	f__	g__	s__
OTU1217	k__Bacteria	p__Tenericutes	c__Mollicutes	o__	f__	g__	s__
OTU1218	k__Bacteria	p__Tenericutes	c__Mollicutes	o__Anaeroplasmatales	f__Anaeroplasmataceae	g__Asteroleplasma	s__
OTU1219	k__Bacteria	p__Verrucomicrobia	__	__	__	__	__
OTU1220	k__Bacteria	p__Verrucomicrobia	c__	o__	f__	g__	s__
OTU1221	k__Bacteria	p__Verrucomicrobia	c__Opitutae	__	__	__	__
OTU1222	k__Bacteria	p__Verrucomicrobia	c__Opitutae	o__	f__	g__	s__
OTU1223	k__Bacteria	p__Verrucomicrobia	c__Opitutae	o__Opitutales	f__Opitutaceae	__	__
OTU1224	k__Bacteria	p__Verrucomicrobia	c__Opitutae	o__Opitutales	f__Opitutaceae	g__	s__
OTU1225	k__Bacteria	p__Verrucomicrobia	c__Opitutae	o__Opitutales	f__Opitutaceae	g__Opitutus	s__
OTU1226	k__Bacteria	p__Verrucomicrobia	c__Opitutae	o__[Cerasicoccales]	f__[Cerasicoccaceae]	g__	s__
OTU1227	k__Bacteria	p__Verrucomicrobia	c__Verruco-5	o__LD1-PB3	f__	g__	s__
OTU1228	k__Bacteria	p__Verrucomicrobia	c__Verruco-5	o__WCHB1-41	f__	g__	s__
OTU1229	k__Bacteria	p__Verrucomicrobia	c__Verruco-5	o__WCHB1-41	f__RFP12	g__	s__
OTU1230	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	__	__
OTU1231	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__	s__
OTU1232	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Luteolibacter	s__
OTU1233	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Prosthecobacter	s__
OTU1234	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Prosthecobacter	s__debontii
OTU1235	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Verrucomicrobium	s__spinosum
OTU1236	k__Bacteria	p__Verrucomicrobia	c__[Methylacidiphilae]	o__	f__	g__	s__
OTU1237	k__Bacteria	p__Verrucomicrobia	c__[Methylacidiphilae]	o__Methylacidiphilales	f__	g__	s__
OTU1238	k__Bacteria	p__Verrucomicrobia	c__[Methylacidiphilae]	o__Methylacidiphilales	f__LD19	g__	s__
OTU1239	k__Bacteria	p__Verrucomicrobia	c__[Methylacidiphilae]	o__S-BQ2-57	f__	g__	s__
OTU1240	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	__	__	__	__
OTU1241	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	__	__	__
OTU1242	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__	g__	s__
OTU1243	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__Ellin515	g__	s__
OTU1244	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__Ellin517	g__	s__
OTU1245	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__OPB35	g__	s__
OTU1246	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__R4-41B	g__	s__
OTU1247	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__[Pedosphaeraceae]	__	__
OTU1248	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__[Pedosphaeraceae]	g__	s__
OTU1249	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__[Pedosphaeraceae]	g__Pedosphaera	s__
OTU1250	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__auto67_4W	g__	s__
OTU1251	k__Bacteria	p__Verrucomicrobia	c__[Spartobacteria]	o__[Chthoniobacterales]	f__[Chthoniobacteraceae]	__	__
OTU1252	k__Bacteria	p__Verrucomicrobia	c__[Spartobacteria]	o__[Chthoniobacterales]	f__[Chthoniobacteraceae]	g__	s__
OTU1253	k__Bacteria	p__Verrucomicrobia	c__[Spartobacteria]	o__[Chthoniobacterales]	f__[Chthoniobacteraceae]	g__Candidatus Xiphinematobacter	s__
OTU1254	k__Bacteria	p__Verrucomicrobia	c__[Spartobacteria]	o__[Chthoniobacterales]	f__[Chthoniobacteraceae]	g__Chthoniobacter	s__
OTU1255	k__Bacteria	p__Verrucomicrobia	c__[Spartobacteria]	o__[Chthoniobacterales]	f__[Chthoniobacteraceae]	g__DA101	s__
OTU1256	k__Bacteria	p__Verrucomicrobia	c__[Spartobacteria]	o__[Chthoniobacterales]	f__[Chthoniobacteraceae]	g__Ellin506	s__
OTU1257	k__Bacteria	p__Verrucomicrobia	c__[Spartobacteria]	o__[Chthoniobacterales]	f__[Chthoniobacteraceae]	g__OR-59	s__
OTU1258	k__Bacteria	p__Verrucomicrobia	c__[Spartobacteria]	o__[Chthoniobacterales]	f__[Chthoniobacteraceae]	g__heteroC45_4W	s__
OTU1259	k__Bacteria	p__WPS-2	c__	o__	f__	g__	s__
OTU1260	k__Bacteria	p__WS1	c__	o__	f__	g__	s__
OTU1261	k__Bacteria	p__WS2	c__	o__	f__	g__	s__
OTU1262	k__Bacteria	p__WS2	c__SHA-109	o__	f__	g__	s__
OTU1263	k__Bacteria	p__WS3	c__PRR-12	__	__	__	__
OTU1264	k__Bacteria	p__WS3	c__PRR-12	o__	f__	g__	s__
OTU1265	k__Bacteria	p__WS3	c__PRR-12	o__GN03	f__	g__	s__
OTU1266	k__Bacteria	p__WS3	c__PRR-12	o__LD1-PA13	f__	g__	s__
OTU1267	k__Bacteria	p__WS3	c__PRR-12	o__PBS-III-9	f__	g__	s__
OTU1268	k__Bacteria	p__WS3	c__PRR-12	o__Sediment-1	__	__	__
OTU1269	k__Bacteria	p__WS3	c__PRR-12	o__Sediment-1	f__	g__	s__
OTU1270	k__Bacteria	p__WS3	c__PRR-12	o__Sediment-1	f__CV106	g__	s__
OTU1271	k__Bacteria	p__WS3	c__PRR-12	o__Sediment-1	f__PRR-10	g__	s__
OTU1272	k__Bacteria	p__WS3	c__PRR-12	o__wb1_H11	f__	g__	s__
OTU1273	k__Bacteria	p__WS5	c__	o__	f__	g__	s__
OTU1274	k__Bacteria	p__ZB3	c__BS119	o__	f__	g__	s__
OTU1275	k__Bacteria	p__[Caldithrix]	c__KSB1	o__Ucn15732	f__	g__	s__
OTU1276	k__Bacteria	p__[Thermi]	c__Deinococci	o__Deinococcales	f__Deinococcaceae	g__Deinococcus	s__
OTU1277	k__Bacteria	p__[Thermi]	c__Deinococci	o__Deinococcales	f__Deinococcaceae	g__Deinococcus	s__geothermalis
OTU1278	k__Bacteria	p__[Thermi]	c__Deinococci	o__Thermales	f__Thermaceae	g__Meiothermus	s__
OTU1279	k__Bacteria	p__[Thermi]	c__Deinococci	o__Thermales	f__Thermaceae	g__Thermus	s__
